target_id,timestamp,lat_deg,lon_deg,raw_input
TARGET-1,2026-09-13T22:24:00,13.438764533876864,144.64367792212897,"13.438764533876864, 144.64367792212898"
TARGET-1,2026-09-13T22:25:00,13.438764533876864,144.64367792212798,"13.438764533876864, 144.64367792212798"
TARGET-1,2026-09-13T22:25:00,13.43876453387683,144.64367792212798,"13.438764533876830, 144.64367792212798"
TARGET-1,2026-09-13T22:45:00,13.4388,144.6437,"13.4388000,144.6437000"
TARGET-1,2026-09-13T22:50:00,13.4387996,144.6575516,"13.4387996, 144.6575516"
